timestamp,posCtrlIndi.accFT_x,posCtrlIndi.accFT_y,posCtrlIndi.accFT_z,posCtrlIndi.accErr_x,posCtrlIndi.accErr_y,posCtrlIndi.accErr_z
188774,0.0,0.0,0.0,0.0,0.0,0.0
188874,0.0,0.0,0.0,0.0,0.0,0.0
188974,0.0,0.0,0.0,0.0,0.0,0.0
189074,0.0,0.0,0.0,0.0,0.0,0.0
189174,0.0,0.0,0.0,0.0,0.0,0.0
189274,0.0,0.0,0.0,0.0,0.0,0.0
189374,0.0,0.0,0.0,0.0,0.0,0.0
189474,0.0,0.0,0.0,0.0,0.0,0.0
189574,0.0,0.0,0.0,0.0,0.0,0.0
189674,0.0,0.0,0.0,0.0,0.0,0.0
189774,0.0,0.0,0.0,0.0,0.0,0.0
189874,0.0,0.0,0.0,0.0,0.0,0.0
189974,0.0,0.0,0.0,0.0,0.0,0.0
190074,0.0,0.0,0.0,0.0,0.0,0.0
190174,0.0,0.0,0.0,0.0,0.0,0.0
190274,0.0,0.0,0.0,0.0,0.0,0.0
190374,0.0,0.0,0.0,0.0,0.0,0.0
190474,0.0,0.0,0.0,0.0,0.0,0.0
190574,0.0,0.0,0.0,0.0,0.0,0.0
190674,0.0,0.0,0.0,0.0,0.0,0.0
190774,0.0,0.0,0.0,0.0,0.0,0.0
190874,0.0,0.0,0.0,0.0,0.0,0.0
190974,0.0,0.0,0.0,0.0,0.0,0.0
191076,0.0,0.0,0.0,0.0,0.0,0.0
191176,0.0,0.0,0.0,0.0,0.0,0.0
191274,0.0,0.0,0.0,0.0,0.0,0.0
191374,0.0,0.0,0.0,0.0,0.0,0.0
191474,0.0,0.0,0.0,0.0,0.0,0.0
191574,0.0,0.0,0.0,0.0,0.0,0.0
191675,0.0,0.0,0.0,0.0,0.0,0.0
191775,0.0,0.0,0.0,0.0,0.0,0.0
191908,0.0,0.0,0.0,0.0,0.0,0.0
191975,0.0,0.0,0.0,0.0,0.0,0.0
192075,0.0,0.0,0.0,0.0,0.0,0.0
192174,0.0,0.0,0.0,0.0,0.0,0.0
192274,0.0,0.0,0.0,0.0,0.0,0.0
192374,0.0,0.0,0.0,0.0,0.0,0.0
192474,0.0,0.0,0.0,0.0,0.0,0.0
192574,0.0,0.0,0.0,0.0,0.0,0.0
192674,0.0,0.0,0.0,0.0,0.0,0.0
192774,0.0,0.0,0.0,0.0,0.0,0.0
192874,0.0,0.0,0.0,0.0,0.0,0.0
192974,0.0,0.0,0.0,0.0,0.0,0.0
193074,0.0,0.0,0.0,0.0,0.0,0.0
193174,0.0,0.0,0.0,0.0,0.0,0.0
193274,0.0,0.0,0.0,0.0,0.0,0.0
193374,0.0,0.0,0.0,0.0,0.0,0.0
193474,0.0,0.0,0.0,0.0,0.0,0.0
193574,0.0,0.0,0.0,0.0,0.0,0.0
193674,0.0,0.0,0.0,0.0,0.0,0.0
193774,0.0,0.0,0.0,0.0,0.0,0.0
193874,0.0,0.0,0.0,0.0,0.0,0.0
193977,0.0,0.0,0.0,0.0,0.0,0.0
194076,0.0,0.0,0.0,0.0,0.0,0.0
194174,0.0,0.0,0.0,0.0,0.0,0.0
194274,0.0,0.0,0.0,0.0,0.0,0.0
194376,0.0,0.0,0.0,0.0,0.0,0.0
194474,0.0,0.0,0.0,0.0,0.0,0.0
194574,0.0,0.0,0.0,0.0,0.0,0.0
194675,0.0,0.0,0.0,0.0,0.0,0.0
194774,0.0,0.0,0.0,0.0,0.0,0.0
194874,0.0,0.0,0.0,0.0,0.0,0.0
194974,0.0,0.0,0.0,0.0,0.0,0.0
195075,0.0,0.0,0.0,0.0,0.0,0.0
195175,0.0,0.0,0.0,0.0,0.0,0.0
195275,0.0,0.0,0.0,0.0,0.0,0.0
195375,0.0,0.0,0.0,0.0,0.0,0.0
195475,0.0,0.0,0.0,0.0,0.0,0.0
195574,0.0,0.0,0.0,0.0,0.0,0.0
195674,0.0,0.0,0.0,0.0,0.0,0.0
195774,0.0,0.0,0.0,0.0,0.0,0.0
195875,0.0,0.0,0.0,0.0,0.0,0.0
195974,0.0,0.0,0.0,0.0,0.0,0.0
196074,0.0,0.0,0.0,0.0,0.0,0.0
196174,0.0,0.0,0.0,0.0,0.0,0.0
196274,0.0,0.0,0.0,0.0,0.0,0.0
196374,0.0,0.0,0.0,0.0,0.0,0.0
196474,0.0,0.0,0.0,0.0,0.0,0.0
196574,0.0,0.0,0.0,0.0,0.0,0.0
196674,0.0,0.0,0.0,0.0,0.0,0.0
196774,0.0,0.0,0.0,0.0,0.0,0.0
196874,0.0,0.0,0.0,0.0,0.0,0.0
196975,0.0,0.0,0.0,0.0,0.0,0.0
197075,0.0,0.0,0.0,0.0,0.0,0.0
197174,0.0,0.0,0.0,0.0,0.0,0.0
197274,0.0,0.0,0.0,0.0,0.0,0.0
197375,0.0,0.0,0.0,0.0,0.0,0.0
197474,0.0,0.0,0.0,0.0,0.0,0.0
197574,0.0,0.0,0.0,0.0,0.0,0.0
197674,0.0,0.0,0.0,0.0,0.0,0.0
197774,0.0,0.0,0.0,0.0,0.0,0.0
197875,0.0,0.0,0.0,0.0,0.0,0.0
197974,0.0,0.0,0.0,0.0,0.0,0.0
198074,0.0,0.0,0.0,0.0,0.0,0.0
198174,0.0,0.0,0.0,0.0,0.0,0.0
198274,0.0,0.0,0.0,0.0,0.0,0.0
198374,0.0,0.0,0.0,0.0,0.0,0.0
198475,0.0,0.0,0.0,0.0,0.0,0.0
198574,0.0,0.0,0.0,0.0,0.0,0.0
198675,0.0,0.0,0.0,0.0,0.0,0.0
198775,0.0,0.0,0.0,0.0,0.0,0.0
198874,0.0,0.0,0.0,0.0,0.0,0.0
198975,0.0,0.0,0.0,0.0,0.0,0.0
199075,0.0,0.0,0.0,0.0,0.0,0.0
199175,0.0,0.0,0.0,0.0,0.0,0.0
199274,0.0,0.0,0.0,0.0,0.0,0.0
199375,0.0,0.0,0.0,0.0,0.0,0.0
199475,0.0,0.0,0.0,0.0,0.0,0.0
199575,0.0,0.0,0.0,0.0,0.0,0.0
199674,0.0,0.0,0.0,0.0,0.0,0.0
199776,0.0,0.0,0.0,0.0,0.0,0.0
199874,0.0,0.0,0.0,0.0,0.0,0.0
199974,0.0,0.0,0.0,0.0,0.0,0.0
200074,0.0,0.0,0.0,0.0,0.0,0.0
200174,0.0,0.0,0.0,0.0,0.0,0.0
200274,0.0,0.0,0.0,0.0,0.0,0.0
200375,0.0,0.0,0.0,0.0,0.0,0.0
200474,0.0,0.0,0.0,0.0,0.0,0.0
200575,0.0,0.0,0.0,0.0,0.0,0.0
200674,0.0,0.0,0.0,0.0,0.0,0.0
200775,0.0,0.0,0.0,0.0,0.0,0.0
200874,0.0,0.0,0.0,0.0,0.0,0.0
200974,0.0,0.0,0.0,0.0,0.0,0.0
201074,0.0,0.0,0.0,0.0,0.0,0.0
201174,0.0,0.0,0.0,0.0,0.0,0.0
201274,0.0,0.0,0.0,0.0,0.0,0.0
201374,0.0,0.0,0.0,0.0,0.0,0.0
201474,0.0,0.0,0.0,0.0,0.0,0.0
201574,0.0,0.0,0.0,0.0,0.0,0.0
201674,0.0,0.0,0.0,0.0,0.0,0.0
201774,0.0,0.0,0.0,0.0,0.0,0.0
201874,0.0,0.0,0.0,0.0,0.0,0.0
201974,0.0,0.0,0.0,0.0,0.0,0.0
202074,0.0,0.0,0.0,0.0,0.0,0.0
202174,0.0,0.0,0.0,0.0,0.0,0.0
202274,0.0,0.0,0.0,0.0,0.0,0.0
202374,0.0,0.0,0.0,0.0,0.0,0.0
202475,0.0,0.0,0.0,0.0,0.0,0.0
202574,0.0,0.0,0.0,0.0,0.0,0.0
202675,0.0,0.0,0.0,0.0,0.0,0.0
202774,0.0,0.0,0.0,0.0,0.0,0.0
202874,0.0,0.0,0.0,0.0,0.0,0.0
202974,0.0,0.0,0.0,0.0,0.0,0.0
203074,0.0,0.0,0.0,0.0,0.0,0.0
203174,0.0,0.0,0.0,0.0,0.0,0.0
203274,0.0,0.0,0.0,0.0,0.0,0.0
203374,0.0,0.0,0.0,0.0,0.0,0.0
203474,0.0,0.0,0.0,0.0,0.0,0.0
203574,0.0,0.0,0.0,0.0,0.0,0.0
