timestamp,motion.motion,motion.deltaX,motion.deltaY,motion.shutter,motion.maxRaw,motion.minRaw,motion.Rawsum,motion.outlierCount,motion.squal,motion.std
167072,176,-5,0,3675,75,63,40,0,13,2.0
167172,176,-3,4,3419,255,74,74,0,48,2.0
167272,176,0,-1,3181,255,74,78,0,48,2.0
167372,176,-21,-35,3340,76,63,41,0,12,2.0
167472,176,0,-1,3520,255,74,77,0,47,2.0
167572,176,0,2,3710,255,75,76,0,41,2.0
167672,176,2,-1,3237,255,74,78,0,50,2.0
167775,176,-4,21,3412,76,63,41,0,11,2.0
167874,176,4,-4,3372,255,71,73,0,42,2.0
167974,176,4,0,3346,255,73,73,0,44,2.0
168074,176,23,-15,3101,255,73,77,0,51,2.0
168174,176,6,12,3704,175,66,47,0,24,2.0
168274,176,21,-18,3445,255,68,59,0,36,2.0
168374,176,-6,1,2817,220,65,48,0,22,2.0
168473,176,-4,-5,1775,255,70,81,0,49,2.0
168573,176,-7,-2,1435,89,63,45,0,40,2.0
168673,176,-1,4,1026,149,69,51,0,61,2.0
168772,176,-4,2,1015,95,70,50,0,60,2.0
168873,176,11,-8,1135,141,75,58,0,82,2.0
168972,176,2,2,1266,231,87,76,0,109,2.0
169072,176,17,0,1499,232,97,87,0,122,2.0
169172,176,7,6,1580,227,98,90,0,115,2.0
169272,176,1,5,1989,214,109,98,0,98,2.0
169372,176,-1,0,1844,226,109,99,0,100,2.0
169475,176,9,-2,1822,225,106,97,0,102,2.0
169572,176,2,-2,1920,221,103,96,0,98,2.0
169672,176,4,-14,1898,208,89,92,0,97,2.0
169775,176,0,6,1875,204,89,89,0,94,2.0
169874,176,0,-1,1968,205,92,92,0,86,2.0
169975,176,4,1,1960,188,92,85,0,80,2.0
170074,176,-1,-3,1945,194,92,85,0,77,2.0
170174,176,0,-4,2034,187,90,83,0,76,2.0
170273,48,0,0,2144,189,85,86,0,89,2.0
170373,176,1,-4,1995,194,84,86,0,81,2.0
170473,48,0,0,1987,187,84,83,0,83,2.0
170573,176,-1,-2,2087,190,87,84,0,88,2.0
170673,176,0,-1,2079,189,86,84,0,85,2.0
170772,176,0,-2,1935,193,86,84,0,84,2.0
170872,176,0,-1,2032,203,86,88,0,90,2.0
170972,48,0,0,2000,203,88,89,0,94,2.0
171072,176,0,1,2101,219,89,95,0,94,2.0
171172,176,0,3,2069,218,97,97,0,93,2.0
171272,176,4,-3,1918,209,98,93,0,80,2.0
171372,176,2,-4,1910,210,91,90,0,96,2.0
171472,176,6,17,1910,209,102,90,0,85,2.0
171572,176,-6,10,2138,211,108,93,0,85,2.0
171672,176,0,2,2253,200,96,92,0,94,2.0
171772,176,2,0,2347,190,94,85,0,93,2.0
171873,176,-2,-5,2301,178,90,83,0,80,2.0
171973,176,0,6,2265,194,92,83,0,89,2.0
172072,176,-4,0,2222,191,89,79,0,79,2.0
172172,176,-1,4,2188,190,92,77,0,87,2.0
172272,176,0,1,2298,188,91,78,0,89,2.0
172372,176,-1,6,2734,187,97,83,0,100,2.0
172472,176,0,8,3061,188,103,86,0,104,2.0
172572,176,0,9,3014,184,97,83,0,107,2.0
172672,176,3,6,3152,183,99,85,0,102,2.0
172772,176,0,4,3127,194,104,89,0,109,2.0
172872,176,1,2,3296,208,107,93,0,109,2.0
172972,176,0,3,3232,214,108,95,0,110,2.0
173072,176,0,2,3169,215,108,96,0,117,2.0
173172,176,1,4,3108,226,114,101,0,116,2.0
173272,176,1,2,3048,226,115,102,0,115,2.0
173372,176,0,3,2989,230,114,102,0,110,2.0
173472,176,0,4,2931,229,115,101,0,114,2.0
173572,176,2,6,2886,235,112,103,0,121,2.0
173672,176,-1,3,2222,230,98,91,0,114,2.0
173772,176,-2,4,2179,188,84,75,0,89,2.0
173872,176,-4,0,2153,191,84,76,0,80,2.0
173972,176,-3,1,2145,191,84,77,0,86,2.0
174072,176,1,0,2119,191,85,77,0,91,2.0
174172,176,0,8,2095,186,85,77,0,78,2.0
174272,176,2,2,2071,191,84,78,0,80,2.0
174372,176,0,1,1927,192,85,79,0,80,2.0
174472,176,-2,10,2032,203,87,84,0,100,2.0
174572,176,-1,0,2142,207,89,87,0,91,2.0
174672,176,0,-2,2118,214,91,89,0,98,2.0
174772,176,0,-3,2086,218,92,91,0,107,2.0
174872,176,2,0,1956,220,91,90,0,97,2.0
174972,176,1,-2,1956,223,91,92,0,95,2.0
175072,176,2,-2,1834,225,92,92,0,100,2.0
175172,176,1,0,1827,225,92,91,0,99,2.0
175272,48,0,0,1941,219,91,90,0,99,2.0
175372,176,0,8,1934,222,91,91,0,111,2.0
175472,176,-1,0,1934,224,91,93,0,118,2.0
175572,176,0,4,1800,230,87,94,0,110,2.0
175672,176,-10,-5,1786,184,95,82,0,123,2.0
175772,176,27,-19,1444,255,81,86,0,89,2.0
175872,176,16,0,1036,255,70,75,0,96,2.0
175972,176,-48,-14,954,97,63,46,0,41,2.0
176072,48,0,0,1289,220,60,45,0,17,2.0
176172,48,0,0,1640,245,61,48,0,23,2.0
176272,48,0,0,2217,255,64,56,0,30,2.0
176372,48,0,0,2824,255,66,61,0,33,2.0
176472,176,3,-2,3821,73,62,40,0,11,2.0
176575,176,0,4,4312,255,66,57,0,35,2.0
