timestamp,mag.x,mag.y,mag.z
164563,0.0,0.0,0.0
164662,0.0,0.0,0.0
164762,0.0,0.0,0.0
164862,0.0,0.0,0.0
164962,0.0,0.0,0.0
165062,0.0,0.0,0.0
165162,0.0,0.0,0.0
165262,0.0,0.0,0.0
165362,0.0,0.0,0.0
165462,0.0,0.0,0.0
165562,0.0,0.0,0.0
165662,0.0,0.0,0.0
165762,0.0,0.0,0.0
165862,0.0,0.0,0.0
165962,0.0,0.0,0.0
166062,0.0,0.0,0.0
166162,0.0,0.0,0.0
166262,0.0,0.0,0.0
166362,0.0,0.0,0.0
166462,0.0,0.0,0.0
166562,0.0,0.0,0.0
166662,0.0,0.0,0.0
166762,0.0,0.0,0.0
166862,0.0,0.0,0.0
166962,0.0,0.0,0.0
167062,0.0,0.0,0.0
167162,0.0,0.0,0.0
167262,0.0,0.0,0.0
167362,0.0,0.0,0.0
167462,0.0,0.0,0.0
167562,0.0,0.0,0.0
167662,0.0,0.0,0.0
167762,0.0,0.0,0.0
167862,0.0,0.0,0.0
167962,0.0,0.0,0.0
168062,0.0,0.0,0.0
168162,0.0,0.0,0.0
168262,0.0,0.0,0.0
168362,0.0,0.0,0.0
168462,0.0,0.0,0.0
168562,0.0,0.0,0.0
168662,0.0,0.0,0.0
168762,0.0,0.0,0.0
168862,0.0,0.0,0.0
168962,0.0,0.0,0.0
169062,0.0,0.0,0.0
169162,0.0,0.0,0.0
169262,0.0,0.0,0.0
169362,0.0,0.0,0.0
169462,0.0,0.0,0.0
169562,0.0,0.0,0.0
169662,0.0,0.0,0.0
169762,0.0,0.0,0.0
169862,0.0,0.0,0.0
169962,0.0,0.0,0.0
170062,0.0,0.0,0.0
170162,0.0,0.0,0.0
170262,0.0,0.0,0.0
170362,0.0,0.0,0.0
170462,0.0,0.0,0.0
170562,0.0,0.0,0.0
170662,0.0,0.0,0.0
170762,0.0,0.0,0.0
170862,0.0,0.0,0.0
170962,0.0,0.0,0.0
171062,0.0,0.0,0.0
171162,0.0,0.0,0.0
171265,0.0,0.0,0.0
171365,0.0,0.0,0.0
171465,0.0,0.0,0.0
171565,0.0,0.0,0.0
171664,0.0,0.0,0.0
171764,0.0,0.0,0.0
171865,0.0,0.0,0.0
171965,0.0,0.0,0.0
172062,0.0,0.0,0.0
172162,0.0,0.0,0.0
172264,0.0,0.0,0.0
172364,0.0,0.0,0.0
172464,0.0,0.0,0.0
172564,0.0,0.0,0.0
172663,0.0,0.0,0.0
172762,0.0,0.0,0.0
172863,0.0,0.0,0.0
172963,0.0,0.0,0.0
173063,0.0,0.0,0.0
173162,0.0,0.0,0.0
173262,0.0,0.0,0.0
173362,0.0,0.0,0.0
173462,0.0,0.0,0.0
173562,0.0,0.0,0.0
173662,0.0,0.0,0.0
173762,0.0,0.0,0.0
173862,0.0,0.0,0.0
173962,0.0,0.0,0.0
174062,0.0,0.0,0.0
174162,0.0,0.0,0.0
174262,0.0,0.0,0.0
174362,0.0,0.0,0.0
174462,0.0,0.0,0.0
174562,0.0,0.0,0.0
174662,0.0,0.0,0.0
174762,0.0,0.0,0.0
174862,0.0,0.0,0.0
174962,0.0,0.0,0.0
175062,0.0,0.0,0.0
175162,0.0,0.0,0.0
175262,0.0,0.0,0.0
175365,0.0,0.0,0.0
175462,0.0,0.0,0.0
175565,0.0,0.0,0.0
175665,0.0,0.0,0.0
175762,0.0,0.0,0.0
175862,0.0,0.0,0.0
175962,0.0,0.0,0.0
176062,0.0,0.0,0.0
176162,0.0,0.0,0.0
176262,0.0,0.0,0.0
176362,0.0,0.0,0.0
176462,0.0,0.0,0.0
176562,0.0,0.0,0.0
