timestamp,oa.front,oa.back,oa.up,oa.left,oa.right
169079,0,0,0,0,0
169179,0,0,0,0,0
169279,0,0,0,0,0
169379,0,0,0,0,0
169479,0,0,0,0,0
169579,0,0,0,0,0
169679,0,0,0,0,0
169779,0,0,0,0,0
169879,0,0,0,0,0
169979,0,0,0,0,0
170079,0,0,0,0,0
170179,0,0,0,0,0
170279,0,0,0,0,0
170379,0,0,0,0,0
170479,0,0,0,0,0
170579,0,0,0,0,0
170679,0,0,0,0,0
170779,0,0,0,0,0
170879,0,0,0,0,0
170979,0,0,0,0,0
171079,0,0,0,0,0
171179,0,0,0,0,0
171279,0,0,0,0,0
171379,0,0,0,0,0
171479,0,0,0,0,0
171579,0,0,0,0,0
171679,0,0,0,0,0
171779,0,0,0,0,0
171879,0,0,0,0,0
171979,0,0,0,0,0
172079,0,0,0,0,0
172179,0,0,0,0,0
172279,0,0,0,0,0
172379,0,0,0,0,0
172479,0,0,0,0,0
172579,0,0,0,0,0
172679,0,0,0,0,0
172779,0,0,0,0,0
172879,0,0,0,0,0
172979,0,0,0,0,0
173079,0,0,0,0,0
173179,0,0,0,0,0
173282,0,0,0,0,0
173379,0,0,0,0,0
173479,0,0,0,0,0
173579,0,0,0,0,0
173679,0,0,0,0,0
173782,0,0,0,0,0
173882,0,0,0,0,0
173982,0,0,0,0,0
174081,0,0,0,0,0
174180,0,0,0,0,0
174280,0,0,0,0,0
174380,0,0,0,0,0
174480,0,0,0,0,0
174580,0,0,0,0,0
174680,0,0,0,0,0
174779,0,0,0,0,0
174879,0,0,0,0,0
174979,0,0,0,0,0
175079,0,0,0,0,0
175179,0,0,0,0,0
175279,0,0,0,0,0
175379,0,0,0,0,0
175479,0,0,0,0,0
175579,0,0,0,0,0
175679,0,0,0,0,0
175779,0,0,0,0,0
175879,0,0,0,0,0
175979,0,0,0,0,0
176079,0,0,0,0,0
176179,0,0,0,0,0
176279,0,0,0,0,0
176379,0,0,0,0,0
176479,0,0,0,0,0
176579,0,0,0,0,0
