timestamp,ctrltargetZ.x,ctrltargetZ.y,ctrltargetZ.z,ctrltargetZ.vx,ctrltargetZ.vy,ctrltargetZ.vz
111776,0,0,0,0,0,0
111876,0,0,0,0,0,0
111976,0,0,0,0,0,0
112076,0,0,0,0,0,0
112178,0,0,0,0,0,0
112278,0,0,0,0,0,0
112376,0,0,0,0,0,0
112476,0,0,0,0,0,0
112576,0,0,0,0,0,0
112677,0,0,0,0,0,0
112777,0,0,0,0,0,0
112876,0,0,0,0,0,0
112976,1549,1,82,0,0,2
113076,1549,1,83,0,0,28
113176,1549,1,89,0,0,90
113276,1549,1,102,0,0,183
113376,1549,1,126,0,0,292
113476,1549,1,160,0,0,399
113576,1549,1,204,0,0,486
113676,1549,1,255,0,0,537
113776,1549,1,309,0,0,545
113876,1549,1,361,0,0,507
113976,1549,1,408,0,0,430
114076,1549,1,446,0,0,328
114176,1549,1,473,0,0,217
114276,1549,1,489,0,0,117
114376,1549,1,497,0,0,44
114476,1549,1,499,0,0,7
114576,1549,1,500,0,0,0
114676,1549,1,499,0,0,0
114776,1549,1,499,-2,0,-1
114876,1548,1,499,-8,0,-2
114976,1547,1,499,-17,0,-2
115076,1544,1,499,-32,0,-3
115176,1540,1,498,-51,0,-3
115276,1534,1,498,-76,0,-4
115376,1525,1,497,-105,0,-4
115476,1513,1,497,-139,0,-4
115576,1497,1,497,-177,0,-4
115676,1478,1,496,-218,0,-4
115776,1454,1,496,-261,0,-3
115876,1426,1,495,-307,0,-3
115976,1393,1,495,-353,0,-3
116076,1356,1,495,-398,0,-2
116176,1314,1,495,-443,0,-2
116276,1268,1,494,-486,0,-1
116376,1218,1,494,-526,0,-1
116476,1164,1,494,-563,0,0
116576,1107,1,494,-596,0,0
116676,1046,1,494,-623,0,0
116776,984,1,494,-646,0,1
116876,919,1,494,-662,0,1
116976,853,1,495,-673,0,2
117076,786,0,495,-677,0,2
117176,719,0,495,-675,0,2
117276,652,0,495,-667,0,3
117376,587,0,496,-652,0,3
117476,523,0,496,-632,0,3
117576,462,0,496,-606,0,3
117676,404,0,497,-575,0,3
117776,349,0,497,-540,0,3
117876,297,0,497,-501,0,3
117976,250,0,498,-458,0,3
118076,206,0,498,-414,0,2
118176,168,0,498,-369,0,2
118276,133,0,498,-323,0,2
118376,104,0,499,-277,0,2
118476,78,0,499,-233,0,1
118578,57,0,499,-191,0,1
118679,40,0,499,-152,0,1
118778,27,0,499,-117,0,0
118878,17,0,499,-86,0,0
118978,10,0,499,-59,0,0
119078,5,0,499,-38,0,0
119177,2,0,499,-22,0,0
119277,1,0,499,-11,0,0
119377,0,0,499,-4,0,0
119477,0,0,499,0,0,0
119577,0,0,500,0,0,0
119677,0,0,498,0,0,-55
119776,0,0,482,0,0,-292
119876,0,0,436,0,0,-651
119976,0,0,355,0,0,-966
120076,0,0,251,0,0,-1093
120176,0,0,147,0,0,-973
120276,0,0,65,0,0,-661
120376,0,0,18,0,0,-302
120476,0,0,1,0,0,-59
120576,0,0,0,0,0,0
120676,0,0,0,0,0,0
120776,0,0,0,0,0,0
120876,0,0,0,0,0,0
120976,0,0,0,0,0,0
121076,0,0,0,0,0,0
121176,0,0,0,0,0,0
121276,0,0,0,0,0,0
121376,0,0,0,0,0,0
121476,0,0,0,0,0,0
121576,0,0,0,0,0,0
