timestamp,sensfusion6.gravityZ,sensfusion6.accZbase,sensfusion6.isInit,sensfusion6.isCalibrated
228958,0.0,1.0,0,0
229058,0.0,1.0,0,0
229158,0.0,1.0,0,0
229258,0.0,1.0,0,0
229358,0.0,1.0,0,0
229458,0.0,1.0,0,0
229558,0.0,1.0,0,0
229658,0.0,1.0,0,0
229758,0.0,1.0,0,0
229858,0.0,1.0,0,0
229958,0.0,1.0,0,0
230058,0.0,1.0,0,0
230161,0.0,1.0,0,0
230260,0.0,1.0,0,0
230360,0.0,1.0,0,0
230460,0.0,1.0,0,0
230560,0.0,1.0,0,0
230659,0.0,1.0,0,0
230759,0.0,1.0,0,0
230858,0.0,1.0,0,0
230958,0.0,1.0,0,0
231058,0.0,1.0,0,0
231158,0.0,1.0,0,0
231258,0.0,1.0,0,0
231358,0.0,1.0,0,0
231458,0.0,1.0,0,0
231558,0.0,1.0,0,0
231658,0.0,1.0,0,0
231758,0.0,1.0,0,0
231858,0.0,1.0,0,0
231958,0.0,1.0,0,0
232058,0.0,1.0,0,0
232158,0.0,1.0,0,0
232258,0.0,1.0,0,0
232358,0.0,1.0,0,0
