timestamp,twr.rangingSuccessRate0,twr.rangingPerSec0,twr.rangingSuccessRate1,twr.rangingPerSec1,twr.rangingSuccessRate2,twr.rangingPerSec2,twr.rangingSuccessRate3,twr.rangingPerSec3,twr.rangingSuccessRate4,twr.rangingPerSec4,twr.rangingSuccessRate5,twr.rangingPerSec5
216088,0,0,0,0,0,0,0,0,0,0,0,0
216187,0,0,0,0,0,0,0,0,0,0,0,0
216288,0,0,0,0,0,0,0,0,0,0,0,0
216387,0,0,0,0,0,0,0,0,0,0,0,0
216487,0,0,0,0,0,0,0,0,0,0,0,0
216587,0,0,0,0,0,0,0,0,0,0,0,0
216687,0,0,0,0,0,0,0,0,0,0,0,0
216787,0,0,0,0,0,0,0,0,0,0,0,0
216887,0,0,0,0,0,0,0,0,0,0,0,0
216987,0,0,0,0,0,0,0,0,0,0,0,0
217087,0,0,0,0,0,0,0,0,0,0,0,0
217187,0,0,0,0,0,0,0,0,0,0,0,0
217287,0,0,0,0,0,0,0,0,0,0,0,0
217387,0,0,0,0,0,0,0,0,0,0,0,0
217487,0,0,0,0,0,0,0,0,0,0,0,0
217587,0,0,0,0,0,0,0,0,0,0,0,0
217687,0,0,0,0,0,0,0,0,0,0,0,0
217787,0,0,0,0,0,0,0,0,0,0,0,0
217887,0,0,0,0,0,0,0,0,0,0,0,0
217987,0,0,0,0,0,0,0,0,0,0,0,0
218087,0,0,0,0,0,0,0,0,0,0,0,0
218187,0,0,0,0,0,0,0,0,0,0,0,0
218287,0,0,0,0,0,0,0,0,0,0,0,0
218387,0,0,0,0,0,0,0,0,0,0,0,0
218487,0,0,0,0,0,0,0,0,0,0,0,0
218587,0,0,0,0,0,0,0,0,0,0,0,0
218687,0,0,0,0,0,0,0,0,0,0,0,0
218787,0,0,0,0,0,0,0,0,0,0,0,0
218887,0,0,0,0,0,0,0,0,0,0,0,0
218987,0,0,0,0,0,0,0,0,0,0,0,0
219087,0,0,0,0,0,0,0,0,0,0,0,0
219187,0,0,0,0,0,0,0,0,0,0,0,0
219287,0,0,0,0,0,0,0,0,0,0,0,0
219387,0,0,0,0,0,0,0,0,0,0,0,0
219487,0,0,0,0,0,0,0,0,0,0,0,0
219587,0,0,0,0,0,0,0,0,0,0,0,0
219687,0,0,0,0,0,0,0,0,0,0,0,0
219787,0,0,0,0,0,0,0,0,0,0,0,0
219887,0,0,0,0,0,0,0,0,0,0,0,0
219987,0,0,0,0,0,0,0,0,0,0,0,0
220087,0,0,0,0,0,0,0,0,0,0,0,0
220187,0,0,0,0,0,0,0,0,0,0,0,0
220287,0,0,0,0,0,0,0,0,0,0,0,0
220387,0,0,0,0,0,0,0,0,0,0,0,0
220487,0,0,0,0,0,0,0,0,0,0,0,0
220587,0,0,0,0,0,0,0,0,0,0,0,0
220689,0,0,0,0,0,0,0,0,0,0,0,0
220787,0,0,0,0,0,0,0,0,0,0,0,0
220889,0,0,0,0,0,0,0,0,0,0,0,0
220989,0,0,0,0,0,0,0,0,0,0,0,0
221089,0,0,0,0,0,0,0,0,0,0,0,0
221187,0,0,0,0,0,0,0,0,0,0,0,0
221287,0,0,0,0,0,0,0,0,0,0,0,0
221387,0,0,0,0,0,0,0,0,0,0,0,0
221488,0,0,0,0,0,0,0,0,0,0,0,0
221589,0,0,0,0,0,0,0,0,0,0,0,0
221687,0,0,0,0,0,0,0,0,0,0,0,0
221787,0,0,0,0,0,0,0,0,0,0,0,0
221887,0,0,0,0,0,0,0,0,0,0,0,0
221987,0,0,0,0,0,0,0,0,0,0,0,0
222087,0,0,0,0,0,0,0,0,0,0,0,0
222187,0,0,0,0,0,0,0,0,0,0,0,0
222287,0,0,0,0,0,0,0,0,0,0,0,0
222387,0,0,0,0,0,0,0,0,0,0,0,0
222487,0,0,0,0,0,0,0,0,0,0,0,0
222587,0,0,0,0,0,0,0,0,0,0,0,0
222687,0,0,0,0,0,0,0,0,0,0,0,0
222787,0,0,0,0,0,0,0,0,0,0,0,0
222887,0,0,0,0,0,0,0,0,0,0,0,0
222987,0,0,0,0,0,0,0,0,0,0,0,0
223087,0,0,0,0,0,0,0,0,0,0,0,0
223187,0,0,0,0,0,0,0,0,0,0,0,0
223287,0,0,0,0,0,0,0,0,0,0,0,0
223387,0,0,0,0,0,0,0,0,0,0,0,0
223487,0,0,0,0,0,0,0,0,0,0,0,0
223587,0,0,0,0,0,0,0,0,0,0,0,0
223687,0,0,0,0,0,0,0,0,0,0,0,0
223787,0,0,0,0,0,0,0,0,0,0,0,0
223887,0,0,0,0,0,0,0,0,0,0,0,0
223987,0,0,0,0,0,0,0,0,0,0,0,0
224087,0,0,0,0,0,0,0,0,0,0,0,0
224187,0,0,0,0,0,0,0,0,0,0,0,0
224287,0,0,0,0,0,0,0,0,0,0,0,0
224387,0,0,0,0,0,0,0,0,0,0,0,0
224487,0,0,0,0,0,0,0,0,0,0,0,0
224587,0,0,0,0,0,0,0,0,0,0,0,0
224687,0,0,0,0,0,0,0,0,0,0,0,0
224787,0,0,0,0,0,0,0,0,0,0,0,0
224887,0,0,0,0,0,0,0,0,0,0,0,0
224987,0,0,0,0,0,0,0,0,0,0,0,0
225087,0,0,0,0,0,0,0,0,0,0,0,0
225187,0,0,0,0,0,0,0,0,0,0,0,0
225287,0,0,0,0,0,0,0,0,0,0,0,0
225387,0,0,0,0,0,0,0,0,0,0,0,0
225490,0,0,0,0,0,0,0,0,0,0,0,0
225587,0,0,0,0,0,0,0,0,0,0,0,0
225689,0,0,0,0,0,0,0,0,0,0,0,0
225789,0,0,0,0,0,0,0,0,0,0,0,0
225888,0,0,0,0,0,0,0,0,0,0,0,0
225989,0,0,0,0,0,0,0,0,0,0,0,0
226089,0,0,0,0,0,0,0,0,0,0,0,0
226189,0,0,0,0,0,0,0,0,0,0,0,0
226288,0,0,0,0,0,0,0,0,0,0,0,0
226388,0,0,0,0,0,0,0,0,0,0,0,0
226488,0,0,0,0,0,0,0,0,0,0,0,0
226587,0,0,0,0,0,0,0,0,0,0,0,0
226687,0,0,0,0,0,0,0,0,0,0,0,0
226787,0,0,0,0,0,0,0,0,0,0,0,0
226887,0,0,0,0,0,0,0,0,0,0,0,0
226987,0,0,0,0,0,0,0,0,0,0,0,0
227087,0,0,0,0,0,0,0,0,0,0,0,0
227187,0,0,0,0,0,0,0,0,0,0,0,0
227287,0,0,0,0,0,0,0,0,0,0,0,0
227387,0,0,0,0,0,0,0,0,0,0,0,0
227487,0,0,0,0,0,0,0,0,0,0,0,0
227587,0,0,0,0,0,0,0,0,0,0,0,0
227690,0,0,0,0,0,0,0,0,0,0,0,0
227789,0,0,0,0,0,0,0,0,0,0,0,0
227889,0,0,0,0,0,0,0,0,0,0,0,0
227987,0,0,0,0,0,0,0,0,0,0,0,0
228087,0,0,0,0,0,0,0,0,0,0,0,0
228189,0,0,0,0,0,0,0,0,0,0,0,0
228289,0,0,0,0,0,0,0,0,0,0,0,0
228389,0,0,0,0,0,0,0,0,0,0,0,0
228487,0,0,0,0,0,0,0,0,0,0,0,0
228587,0,0,0,0,0,0,0,0,0,0,0,0
228687,0,0,0,0,0,0,0,0,0,0,0,0
228787,0,0,0,0,0,0,0,0,0,0,0,0
228887,0,0,0,0,0,0,0,0,0,0,0,0
228987,0,0,0,0,0,0,0,0,0,0,0,0
229089,0,0,0,0,0,0,0,0,0,0,0,0
229190,0,0,0,0,0,0,0,0,0,0,0,0
229288,0,0,0,0,0,0,0,0,0,0,0,0
229388,0,0,0,0,0,0,0,0,0,0,0,0
229488,0,0,0,0,0,0,0,0,0,0,0,0
229588,0,0,0,0,0,0,0,0,0,0,0,0
229687,0,0,0,0,0,0,0,0,0,0,0,0
229787,0,0,0,0,0,0,0,0,0,0,0,0
229887,0,0,0,0,0,0,0,0,0,0,0,0
229987,0,0,0,0,0,0,0,0,0,0,0,0
230087,0,0,0,0,0,0,0,0,0,0,0,0
230187,0,0,0,0,0,0,0,0,0,0,0,0
230287,0,0,0,0,0,0,0,0,0,0,0,0
230388,0,0,0,0,0,0,0,0,0,0,0,0
230487,0,0,0,0,0,0,0,0,0,0,0,0
230587,0,0,0,0,0,0,0,0,0,0,0,0
230687,0,0,0,0,0,0,0,0,0,0,0,0
230787,0,0,0,0,0,0,0,0,0,0,0,0
230887,0,0,0,0,0,0,0,0,0,0,0,0
230987,0,0,0,0,0,0,0,0,0,0,0,0
231087,0,0,0,0,0,0,0,0,0,0,0,0
231187,0,0,0,0,0,0,0,0,0,0,0,0
231287,0,0,0,0,0,0,0,0,0,0,0,0
231387,0,0,0,0,0,0,0,0,0,0,0,0
231487,0,0,0,0,0,0,0,0,0,0,0,0
231587,0,0,0,0,0,0,0,0,0,0,0,0
231687,0,0,0,0,0,0,0,0,0,0,0,0
231787,0,0,0,0,0,0,0,0,0,0,0,0
231887,0,0,0,0,0,0,0,0,0,0,0,0
231987,0,0,0,0,0,0,0,0,0,0,0,0
232087,0,0,0,0,0,0,0,0,0,0,0,0
232187,0,0,0,0,0,0,0,0,0,0,0,0
232287,0,0,0,0,0,0,0,0,0,0,0,0
232387,0,0,0,0,0,0,0,0,0,0,0,0
