timestamp,outlierf.lhWin,outlierf.bucket0,outlierf.bucket1,outlierf.bucket2,outlierf.bucket3,outlierf.bucket4
163585,40,0,0,0,0,0
163684,40,0,0,0,0,0
163785,40,0,0,0,0,0
163884,40,0,0,0,0,0
163982,40,0,0,0,0,0
164082,40,0,0,0,0,0
164182,40,0,0,0,0,0
164282,40,0,0,0,0,0
164383,40,0,0,0,0,0
164483,40,0,0,0,0,0
164583,40,0,0,0,0,0
164682,40,0,0,0,0,0
164782,40,0,0,0,0,0
164882,40,0,0,0,0,0
164982,40,0,0,0,0,0
165082,40,0,0,0,0,0
165182,40,0,0,0,0,0
165282,40,0,0,0,0,0
165382,40,0,0,0,0,0
165482,40,0,0,0,0,0
165582,40,0,0,0,0,0
165682,40,0,0,0,0,0
165782,40,0,0,0,0,0
165882,40,0,0,0,0,0
165982,40,0,0,0,0,0
166082,40,0,0,0,0,0
166182,40,0,0,0,0,0
166282,40,0,0,0,0,0
166382,40,0,0,0,0,0
166482,40,0,0,0,0,0
166582,40,0,0,0,0,0
166682,40,0,0,0,0,0
166782,40,0,0,0,0,0
166882,40,0,0,0,0,0
166982,40,0,0,0,0,0
167082,40,0,0,0,0,0
167182,40,0,0,0,0,0
167282,40,0,0,0,0,0
167382,40,0,0,0,0,0
167482,40,0,0,0,0,0
167582,40,0,0,0,0,0
167682,40,0,0,0,0,0
167782,40,0,0,0,0,0
167882,40,0,0,0,0,0
167982,40,0,0,0,0,0
168082,40,0,0,0,0,0
168182,40,0,0,0,0,0
168282,40,0,0,0,0,0
168382,40,0,0,0,0,0
168482,40,0,0,0,0,0
168582,40,0,0,0,0,0
168682,40,0,0,0,0,0
168782,40,0,0,0,0,0
168882,40,0,0,0,0,0
168982,40,0,0,0,0,0
169082,40,0,0,0,0,0
169182,40,0,0,0,0,0
169282,40,0,0,0,0,0
169382,40,0,0,0,0,0
169482,40,0,0,0,0,0
169582,8,0,0,0,0,0
169682,40,0,0,0,0,0
169782,40,0,0,0,0,0
169882,40,0,0,0,0,0
169982,40,0,0,0,0,0
170082,40,0,0,0,0,0
170182,40,0,0,0,0,0
170282,40,0,0,0,0,0
170382,40,0,0,0,0,0
170482,40,0,0,0,0,0
170582,40,0,0,0,0,0
170682,40,0,0,0,0,0
170782,40,0,0,0,0,0
170882,40,0,0,0,0,0
170982,40,0,0,0,0,0
171082,40,0,0,0,0,0
171182,40,0,0,0,0,0
171285,40,0,0,0,0,0
171382,0,0,0,0,0,0
171485,40,0,0,0,0,0
171585,40,0,0,0,0,0
171682,40,0,0,0,0,0
171784,40,0,0,0,0,0
171885,40,0,0,0,0,0
171982,40,0,0,0,0,0
172082,40,0,0,0,0,0
172182,40,0,0,0,0,0
172284,40,0,0,0,0,0
172384,40,0,0,0,0,0
172484,40,0,0,0,0,0
172584,40,0,0,0,0,0
172683,40,0,0,0,0,0
172783,40,0,0,0,0,0
172883,40,0,0,0,0,0
172983,40,0,0,0,0,0
173083,40,0,0,0,0,0
173182,40,0,0,0,0,0
173283,40,0,0,0,0,0
173382,40,0,0,0,0,0
173482,40,0,0,0,0,0
173582,40,0,0,0,0,0
173682,40,0,0,0,0,0
173782,40,0,0,0,0,0
173882,40,0,0,0,0,0
173982,40,0,0,0,0,0
174082,40,0,0,0,0,0
174182,40,0,0,0,0,0
174282,40,0,0,0,0,0
174382,40,0,0,0,0,0
174482,40,0,0,0,0,0
174582,40,0,0,0,0,0
174682,40,0,0,0,0,0
174782,40,0,0,0,0,0
174882,40,0,0,0,0,0
174982,40,0,0,0,0,0
175082,40,0,0,0,0,0
175185,40,0,0,0,0,0
175285,40,0,0,0,0,0
175385,40,0,0,0,0,0
175485,40,0,0,0,0,0
175582,40,0,0,0,0,0
175685,40,0,0,0,0,0
175782,40,0,0,0,0,0
175882,40,0,0,0,0,0
175985,40,0,0,0,0,0
176082,40,0,0,0,0,0
176182,40,0,0,0,0,0
176282,40,0,0,0,0,0
176382,40,0,0,0,0,0
176482,40,0,0,0,0,0
176582,40,0,0,0,0,0
