timestamp,range.front,range.back,range.up,range.left,range.right,range.zrange
230842,0,0,0,0,0,519
230942,0,0,0,0,0,494
231042,0,0,0,0,0,457
231142,0,0,0,0,0,372
231242,0,0,0,0,0,306
231342,0,0,0,0,0,233
231444,0,0,0,0,0,146
231543,0,0,0,0,0,84
231643,0,0,0,0,0,0
231742,0,0,0,0,0,0
231842,0,0,0,0,0,2
231942,0,0,0,0,0,4
232043,0,0,0,0,0,2
232142,0,0,0,0,0,5
232242,0,0,0,0,0,2
232342,0,0,0,0,0,3
