timestamp,sensfusion6.gravityZ,sensfusion6.accZbase,sensfusion6.isInit,sensfusion6.isCalibrated
78703,0.0,1.0,0,0
78803,0.0,1.0,0,0
78903,0.0,1.0,0,0
79003,0.0,1.0,0,0
79103,0.0,1.0,0,0
79203,0.0,1.0,0,0
79303,0.0,1.0,0,0
79403,0.0,1.0,0,0
79503,0.0,1.0,0,0
79603,0.0,1.0,0,0
79703,0.0,1.0,0,0
79803,0.0,1.0,0,0
79903,0.0,1.0,0,0
80003,0.0,1.0,0,0
80103,0.0,1.0,0,0
80203,0.0,1.0,0,0
80303,0.0,1.0,0,0
80403,0.0,1.0,0,0
80503,0.0,1.0,0,0
80603,0.0,1.0,0,0
80706,0.0,1.0,0,0
80805,0.0,1.0,0,0
80906,0.0,1.0,0,0
81005,0.0,1.0,0,0
81105,0.0,1.0,0,0
81205,0.0,1.0,0,0
81305,0.0,1.0,0,0
81405,0.0,1.0,0,0
81505,0.0,1.0,0,0
81605,0.0,1.0,0,0
81705,0.0,1.0,0,0
81805,0.0,1.0,0,0
81905,0.0,1.0,0,0
82005,0.0,1.0,0,0
82105,0.0,1.0,0,0
82204,0.0,1.0,0,0
82304,0.0,1.0,0,0
82405,0.0,1.0,0,0
82505,0.0,1.0,0,0
82605,0.0,1.0,0,0
82706,0.0,1.0,0,0
82803,0.0,1.0,0,0
82903,0.0,1.0,0,0
83003,0.0,1.0,0,0
83105,0.0,1.0,0,0
83204,0.0,1.0,0,0
83304,0.0,1.0,0,0
83404,0.0,1.0,0,0
83504,0.0,1.0,0,0
83604,0.0,1.0,0,0
83705,0.0,1.0,0,0
83805,0.0,1.0,0,0
83905,0.0,1.0,0,0
84003,0.0,1.0,0,0
84103,0.0,1.0,0,0
84203,0.0,1.0,0,0
84305,0.0,1.0,0,0
84404,0.0,1.0,0,0
84504,0.0,1.0,0,0
84604,0.0,1.0,0,0
84704,0.0,1.0,0,0
84804,0.0,1.0,0,0
84903,0.0,1.0,0,0
85003,0.0,1.0,0,0
85103,0.0,1.0,0,0
85203,0.0,1.0,0,0
85303,0.0,1.0,0,0
85404,0.0,1.0,0,0
85503,0.0,1.0,0,0
85603,0.0,1.0,0,0
85703,0.0,1.0,0,0
85803,0.0,1.0,0,0
85903,0.0,1.0,0,0
86003,0.0,1.0,0,0
86103,0.0,1.0,0,0
86203,0.0,1.0,0,0
86303,0.0,1.0,0,0
86403,0.0,1.0,0,0
86503,0.0,1.0,0,0
86603,0.0,1.0,0,0
86703,0.0,1.0,0,0
86803,0.0,1.0,0,0
86903,0.0,1.0,0,0
87003,0.0,1.0,0,0
87103,0.0,1.0,0,0
87203,0.0,1.0,0,0
87303,0.0,1.0,0,0
87403,0.0,1.0,0,0
87503,0.0,1.0,0,0
87603,0.0,1.0,0,0
87703,0.0,1.0,0,0
87803,0.0,1.0,0,0
87903,0.0,1.0,0,0
88003,0.0,1.0,0,0
88103,0.0,1.0,0,0
88203,0.0,1.0,0,0
88303,0.0,1.0,0,0
88403,0.0,1.0,0,0
88503,0.0,1.0,0,0
88603,0.0,1.0,0,0
88703,0.0,1.0,0,0
88803,0.0,1.0,0,0
88903,0.0,1.0,0,0
89003,0.0,1.0,0,0
89103,0.0,1.0,0,0
89203,0.0,1.0,0,0
89303,0.0,1.0,0,0
89403,0.0,1.0,0,0
89503,0.0,1.0,0,0
89603,0.0,1.0,0,0
89703,0.0,1.0,0,0
89803,0.0,1.0,0,0
89903,0.0,1.0,0,0
90003,0.0,1.0,0,0
90103,0.0,1.0,0,0
90203,0.0,1.0,0,0
90303,0.0,1.0,0,0
90403,0.0,1.0,0,0
90506,0.0,1.0,0,0
90606,0.0,1.0,0,0
90706,0.0,1.0,0,0
90805,0.0,1.0,0,0
90905,0.0,1.0,0,0
91005,0.0,1.0,0,0
91105,0.0,1.0,0,0
