timestamp,controller.accelz,controller.actuatorThrust,controller.cmd_pitch,controller.cmd_roll,controller.cmd_thrust,controller.cmd_yaw
118451,1.0392097234725952,44128.30078125,-2787.0,-3179.0,44128.30078125,664.0
118551,1.1104954481124878,46227.02734375,-4556.0,-1770.0,46227.02734375,845.0
118651,1.1142727136611938,42218.03515625,-3966.0,-1043.0,42218.03515625,708.0
118754,0.9607909321784973,34891.390625,-7786.0,2389.0,34891.390625,359.0
118853,0.807898223400116,32755.84375,253.0,-4270.0,32755.84375,824.0
118953,0.7739309072494507,33956.671875,-1195.0,-1868.0,33956.671875,744.0
119053,0.7463683485984802,28217.9140625,10514.0,3568.0,28217.9140625,712.0
119154,0.7105581760406494,31923.4921875,-13385.0,-4301.0,31923.4921875,804.0
119254,0.8218680620193481,37686.9609375,4074.0,156.0,37686.9609375,318.0
119354,0.9591277837753296,44096.3984375,-3645.0,145.0,44096.3984375,-161.0
119454,1.1533151865005493,49028.3984375,-4567.0,-837.0,49028.3984375,162.0
119554,0.7512251734733582,0.0,0.0,0.0,0.0,0.0
119653,3.67927622795105,0.0,0.0,0.0,0.0,0.0
119751,0.20544612407684326,0.0,0.0,0.0,0.0,0.0
119853,0.33721309900283813,0.0,0.0,0.0,0.0,0.0
119952,-0.09851200133562088,0.0,0.0,0.0,0.0,0.0
120052,1.0072969198226929,0.0,0.0,0.0,0.0,0.0
120151,1.0027378797531128,0.0,0.0,0.0,0.0,0.0
120251,1.0063444375991821,0.0,0.0,0.0,0.0,0.0
120354,0.9975298643112183,0.0,0.0,0.0,0.0,0.0
120454,0.9986598491668701,0.0,0.0,0.0,0.0,0.0
120553,0.998160183429718,0.0,0.0,0.0,0.0,0.0
120653,1.0019909143447876,0.0,0.0,0.0,0.0,0.0
120753,0.9969885349273682,0.0,0.0,0.0,0.0,0.0
120852,0.9992907643318176,0.0,0.0,0.0,0.0,0.0
120951,1.0016006231307983,0.0,0.0,0.0,0.0,0.0
121051,1.0000677108764648,0.0,0.0,0.0,0.0,0.0
121151,1.002580165863037,0.0,0.0,0.0,0.0,0.0
121251,0.997988224029541,0.0,0.0,0.0,0.0,0.0
121351,1.0004017353057861,0.0,0.0,0.0,0.0,0.0
121451,0.9995198249816895,0.0,0.0,0.0,0.0,0.0
121551,0.9993917942047119,0.0,0.0,0.0,0.0,0.0
121651,1.000968098640442,0.0,0.0,0.0,0.0,0.0
121751,0.9999577403068542,0.0,0.0,0.0,0.0,0.0
121851,1.002557635307312,0.0,0.0,0.0,0.0,0.0
121951,1.001747488975525,0.0,0.0,0.0,0.0,0.0
122051,0.9985800981521606,0.0,0.0,0.0,0.0,0.0
122151,1.0010089874267578,0.0,0.0,0.0,0.0,0.0
122251,1.0029292106628418,0.0,0.0,0.0,0.0,0.0
122351,0.9990183115005493,0.0,0.0,0.0,0.0,0.0
122451,1.0000368356704712,0.0,0.0,0.0,0.0,0.0
122551,0.9999871253967285,0.0,0.0,0.0,0.0,0.0
122651,0.9991154074668884,0.0,0.0,0.0,0.0,0.0
122751,1.0009397268295288,0.0,0.0,0.0,0.0,0.0
122851,1.000581979751587,0.0,0.0,0.0,0.0,0.0
122951,1.0019943714141846,0.0,0.0,0.0,0.0,0.0
123051,1.001697301864624,0.0,0.0,0.0,0.0,0.0
123154,0.9991449117660522,0.0,0.0,0.0,0.0,0.0
123254,1.0011107921600342,0.0,0.0,0.0,0.0,0.0
123351,0.9986444115638733,0.0,0.0,0.0,0.0,0.0
123454,1.0032353401184082,0.0,0.0,0.0,0.0,0.0
123553,1.0006119012832642,0.0,0.0,0.0,0.0,0.0
123654,1.0007742643356323,0.0,0.0,0.0,0.0,0.0
123753,1.0013062953948975,0.0,0.0,0.0,0.0,0.0
123853,1.0017372369766235,0.0,0.0,0.0,0.0,0.0
123953,1.0029486417770386,0.0,0.0,0.0,0.0,0.0
124053,1.0031734704971313,0.0,0.0,0.0,0.0,0.0
124153,1.0012924671173096,0.0,0.0,0.0,0.0,0.0
124252,1.0012866258621216,0.0,0.0,0.0,0.0,0.0
124353,1.000392198562622,0.0,0.0,0.0,0.0,0.0
124453,1.000411868095398,0.0,0.0,0.0,0.0,0.0
124552,1.0029023885726929,35989.01171875,555.0,2004.0,35989.01171875,96.0
124653,0.9944515228271484,35681.13671875,1325.0,5592.0,35681.13671875,-669.0
124752,0.9786614179611206,36964.59765625,-1288.0,8675.0,36964.59765625,-400.0
124853,1.0143728256225586,36838.3359375,-2643.0,-3366.0,36838.3359375,557.0
124953,0.9795209169387817,37640.18359375,-5031.0,2440.0,37640.18359375,82.0
125053,1.0353446006774902,40376.65234375,-1107.0,4068.0,40376.65234375,447.0
125153,1.0726161003112793,40778.87890625,-1041.0,-5527.0,40778.87890625,694.0
125252,1.1160532236099243,42084.875,-8955.0,-9088.0,42084.875,1037.0
125353,1.1023544073104858,43753.48828125,-4227.0,4360.0,43753.48828125,1184.0
125453,1.0494734048843384,42836.92578125,-2664.0,-638.0,42836.92578125,91.0
125553,1.0521013736724854,43115.23828125,-3956.0,-3993.0,43115.23828125,398.0
125651,0.9505201578140259,38325.33203125,600.0,-1566.0,38325.33203125,697.0
125751,0.9801607131958008,43051.66015625,-2568.0,-3179.0,43051.66015625,460.0
125852,1.0570679903030396,43745.20703125,-7054.0,-3555.0,43745.20703125,1995.0
125953,1.0541317462921143,42202.7265625,-4136.0,-2085.0,42202.7265625,696.0
126051,1.0355470180511475,40618.86328125,-4473.0,-494.0,40618.86328125,800.0
126151,0.9582732915878296,40263.93359375,-2488.0,-378.0,40263.93359375,818.0
126251,0.9242973327636719,36308.11328125,-241.0,-3323.0,36308.11328125,968.0
126351,0.8971911668777466,38516.41015625,-3064.0,-3134.0,38516.41015625,915.0
126451,0.9301334619522095,40013.546875,-2611.0,-2511.0,40013.546875,719.0
126551,0.9931029081344604,40472.546875,-3321.0,-3043.0,40399.87890625,1095.0
126651,1.034749150276184,40534.31640625,-2740.0,-1253.0,40522.515625,1076.0
126751,0.9801108241081238,41085.66796875,-2877.0,-1227.0,41138.0703125,935.0
126851,0.9640966057777405,40297.671875,-2427.0,-2130.0,40411.10546875,960.0
126951,0.9698533415794373,39726.796875,-2596.0,-1352.0,39726.796875,895.0
127051,0.9760334491729736,40160.3203125,-909.0,-1148.0,40160.3203125,833.0
127151,1.0278689861297607,44025.62890625,-2585.0,-2131.0,44025.62890625,760.0
127251,1.1072416305541992,44114.0,-6056.0,-893.0,44114.0,898.0
127351,1.0704363584518433,35356.96484375,-19501.0,-5899.0,35356.96484375,799.0
127451,0.9098296165466309,34299.52734375,5637.0,-544.0,34299.52734375,1012.0
127551,0.8325954079627991,36893.265625,-2100.0,-2320.0,36893.265625,840.0
127651,0.9294883012771606,40594.87890625,-6738.0,-3285.0,40594.87890625,910.0
127751,1.031502366065979,42677.421875,-703.0,-1465.0,42677.421875,955.0
127851,1.0224907398223877,44013.60546875,-1650.0,-1675.0,44013.60546875,932.0
127951,1.1100443601608276,45977.203125,-4897.0,-2079.0,45977.203125,890.0
128051,1.1320220232009888,43331.828125,-2254.0,-2378.0,43331.828125,727.0
128151,0.9724039435386658,36197.5390625,-7912.0,1907.0,36197.5390625,626.0
128251,0.8996134400367737,34464.08203125,-3300.0,-3186.0,34464.08203125,723.0
128351,0.8662847876548767,37769.38671875,-4315.0,-4383.0,37769.38671875,922.0
128451,0.9930078387260437,43044.85546875,2085.0,-1332.0,43044.85546875,527.0
128551,1.027967929840088,42997.2578125,1877.0,-1477.0,42997.2578125,652.0
128651,1.0847018957138062,42284.87890625,814.0,-2577.0,42284.87890625,604.0
128751,1.0300981998443604,40327.61328125,-521.0,93.0,40327.61328125,703.0
128851,0.983591616153717,39996.23046875,-679.0,-1716.0,39996.23046875,556.0
128951,0.9728843569755554,39947.109375,-209.0,-1951.0,39947.109375,562.0
129051,1.008612871170044,40396.03515625,-484.0,-1564.0,40396.03515625,540.0
129151,0.9954975247383118,40583.15234375,-799.0,-1317.0,40583.15234375,1132.0
129251,1.036179780960083,40681.1484375,-2293.0,-1449.0,40681.1484375,553.0
129351,0.9908169507980347,40266.37109375,-375.0,-2327.0,40266.37109375,771.0
129452,1.0011084079742432,40794.59765625,-946.0,-1790.0,40794.59765625,795.0
129552,1.008277177810669,40454.44140625,-1927.0,-1480.0,40454.44140625,833.0
129653,1.0308096408843994,40738.22265625,1721.0,-1198.0,40738.22265625,881.0
129751,1.0006649494171143,39119.1484375,-2087.0,-950.0,39213.921875,745.0
129852,0.9497660398483276,37322.640625,-9352.0,1373.0,37322.640625,882.0
129951,0.9608094692230225,39117.69140625,263.0,-2794.0,39000.06640625,641.0
130051,0.9653154611587524,43138.81640625,3785.0,-740.0,42993.625,563.0
130151,1.0783945322036743,41792.62109375,3690.0,-65.0,43109.4609375,620.0
130251,1.034834623336792,39665.265625,-1818.0,-2640.0,39810.734375,719.0
130351,0.9810516834259033,38594.1796875,-2487.0,-1279.0,38656.59765625,1005.0
130452,0.976691722869873,40164.43359375,-8595.0,-666.0,39691.7421875,483.0
130551,0.9948911666870117,41842.359375,-1653.0,-1832.0,41842.359375,745.0
130651,1.0475560426712036,42804.015625,-2902.0,-1056.0,42804.015625,804.0
130751,1.070500373840332,41447.58984375,1228.0,-3463.0,41447.58984375,963.0
130851,1.0029820203781128,40197.21484375,-414.0,-2470.0,40197.21484375,937.0
130951,0.9749698042869568,41838.40625,-4651.0,342.0,41838.40625,774.0
131051,1.050534963607788,42148.75390625,-5818.0,-1598.0,42148.75390625,925.0
131151,1.0134971141815186,40409.2578125,-3690.0,-1016.0,40409.2578125,1126.0
131251,1.0268516540527344,39122.91015625,-3911.0,-1438.0,39122.91015625,703.0
131351,0.9607828259468079,38616.828125,-3551.0,-1701.0,38616.828125,892.0
131451,0.9353284239768982,37933.2578125,-3635.0,-1995.0,37933.2578125,868.0
131551,0.8933961391448975,36346.87109375,-857.0,-661.0,36346.87109375,1040.0
131651,0.8908069729804993,33689.11328125,-1166.0,-1480.0,33689.11328125,1025.0
131751,0.8366343975067139,33245.13671875,-776.0,-1861.0,33245.13671875,1315.0
131851,0.8048880100250244,34760.03515625,-1385.0,-3936.0,34760.03515625,1405.0
131951,0.8620320558547974,37893.75390625,-1757.0,-2842.0,37893.75390625,265.0
132051,0.960641086101532,43191.09765625,-2140.0,-3451.0,43191.09765625,-415.0
132151,1.102142572402954,45646.91015625,-3583.0,-1118.0,45646.91015625,-54.0
132251,0.6689851880073547,0.0,0.0,0.0,0.0,0.0
132351,0.37127217650413513,0.0,0.0,0.0,0.0,0.0
132451,0.21023383736610413,0.0,0.0,0.0,0.0,0.0
132553,0.0737144947052002,0.0,0.0,0.0,0.0,0.0
132653,0.4309366047382355,0.0,0.0,0.0,0.0,0.0
132752,0.37253716588020325,0.0,0.0,0.0,0.0,0.0
132851,1.0043762922286987,0.0,0.0,0.0,0.0,0.0
132951,1.0035293102264404,0.0,0.0,0.0,0.0,0.0
133051,0.9989621639251709,0.0,0.0,0.0,0.0,0.0
133151,0.9981907606124878,0.0,0.0,0.0,0.0,0.0
