timestamp,range.front,range.back,range.up,range.left,range.right,range.zrange
77783,0,0,0,0,0,0
77883,0,0,0,0,0,2
77983,0,0,0,0,0,0
78083,0,0,0,0,0,0
78183,0,0,0,0,0,0
78283,0,0,0,0,0,0
78383,0,0,0,0,0,1
78483,0,0,0,0,0,1
78583,0,0,0,0,0,1
78683,0,0,0,0,0,2
78783,0,0,0,0,0,1
78883,0,0,0,0,0,1
78983,0,0,0,0,0,1
79083,0,0,0,0,0,2
79183,0,0,0,0,0,2
79283,0,0,0,0,0,1
79383,0,0,0,0,0,1
79483,0,0,0,0,0,1
79583,0,0,0,0,0,0
79683,0,0,0,0,0,1
79783,0,0,0,0,0,0
79883,0,0,0,0,0,1
79983,0,0,0,0,0,1
80083,0,0,0,0,0,1
80183,0,0,0,0,0,0
80283,0,0,0,0,0,0
80383,0,0,0,0,0,2
80483,0,0,0,0,0,0
80583,0,0,0,0,0,1
80686,0,0,0,0,0,2
80785,0,0,0,0,0,1
80886,0,0,0,0,0,0
80985,0,0,0,0,0,1
81083,0,0,0,0,0,3
81185,0,0,0,0,0,1
81285,0,0,0,0,0,1
81385,0,0,0,0,0,0
81485,0,0,0,0,0,1
81585,0,0,0,0,0,0
81684,0,0,0,0,0,0
81783,0,0,0,0,0,0
81885,0,0,0,0,0,2
81985,0,0,0,0,0,1
82085,0,0,0,0,0,1
82185,0,0,0,0,0,0
82284,0,0,0,0,0,0
82385,0,0,0,0,0,1
82485,0,0,0,0,0,0
82585,0,0,0,0,0,2
82684,0,0,0,0,0,0
82786,0,0,0,0,0,0
82883,0,0,0,0,0,0
82983,0,0,0,0,0,27
83085,0,0,0,0,0,46
83185,0,0,0,0,0,62
83284,0,0,0,0,0,89
83384,0,0,0,0,0,114
83484,0,0,0,0,0,139
83585,0,0,0,0,0,184
83685,0,0,0,0,0,224
83785,0,0,0,0,0,257
83885,0,0,0,0,0,292
83983,0,0,0,0,0,331
84083,0,0,0,0,0,353
84183,0,0,0,0,0,388
84285,0,0,0,0,0,423
84384,0,0,0,0,0,459
84484,0,0,0,0,0,462
84584,0,0,0,0,0,466
84684,0,0,0,0,0,462
84784,0,0,0,0,0,467
84883,0,0,0,0,0,475
84983,0,0,0,0,0,481
85083,0,0,0,0,0,499
85183,0,0,0,0,0,514
85283,0,0,0,0,0,529
85383,0,0,0,0,0,539
85483,0,0,0,0,0,535
85583,0,0,0,0,0,531
85683,0,0,0,0,0,522
85783,0,0,0,0,0,515
85883,0,0,0,0,0,519
85983,0,0,0,0,0,516
86083,0,0,0,0,0,520
86183,0,0,0,0,0,520
86283,0,0,0,0,0,524
86383,0,0,0,0,0,526
86483,0,0,0,0,0,533
86583,0,0,0,0,0,540
86683,0,0,0,0,0,552
86783,0,0,0,0,0,559
86883,0,0,0,0,0,561
86983,0,0,0,0,0,557
87083,0,0,0,0,0,554
87183,0,0,0,0,0,555
87283,0,0,0,0,0,559
87383,0,0,0,0,0,554
87483,0,0,0,0,0,557
87583,0,0,0,0,0,556
87683,0,0,0,0,0,556
87783,0,0,0,0,0,557
87883,0,0,0,0,0,553
87983,0,0,0,0,0,551
88083,0,0,0,0,0,556
88183,0,0,0,0,0,556
88283,0,0,0,0,0,546
88383,0,0,0,0,0,541
88483,0,0,0,0,0,536
88583,0,0,0,0,0,537
88683,0,0,0,0,0,539
88783,0,0,0,0,0,536
88883,0,0,0,0,0,541
88983,0,0,0,0,0,539
89083,0,0,0,0,0,537
89183,0,0,0,0,0,540
89283,0,0,0,0,0,536
89383,0,0,0,0,0,540
89483,0,0,0,0,0,532
89583,0,0,0,0,0,524
89683,0,0,0,0,0,507
89783,0,0,0,0,0,457
89883,0,0,0,0,0,408
89983,0,0,0,0,0,350
90083,0,0,0,0,0,283
90183,0,0,0,0,0,189
90283,0,0,0,0,0,114
90383,0,0,0,0,0,0
90486,0,0,0,0,0,0
90585,0,0,0,0,0,0
90685,0,0,0,0,0,0
90785,0,0,0,0,0,0
90885,0,0,0,0,0,0
90985,0,0,0,0,0,0
91086,0,0,0,0,0,0
