timestamp,ctrltargetZ.x,ctrltargetZ.y,ctrltargetZ.z,ctrltargetZ.vx,ctrltargetZ.vy,ctrltargetZ.vz
118173,1498,0,499,12,0,0
118274,1499,0,499,5,0,0
118373,1499,0,499,1,0,0
118472,1500,0,500,0,0,0
118573,1499,0,499,0,0,-32
118673,1499,0,487,0,0,-235
118774,1499,0,447,0,0,-583
118874,1499,0,372,0,0,-920
118973,1499,0,270,0,0,-1088
119073,1499,0,164,0,0,-1011
119173,1499,0,77,0,0,-724
119274,1499,0,23,0,0,-359
119374,1499,0,2,0,0,-87
119474,1499,0,0,0,0,0
119574,0,0,0,0,0,0
119674,0,0,0,0,0,0
119772,0,0,0,0,0,0
119873,0,0,0,0,0,0
119973,0,0,0,0,0,0
120073,0,0,0,0,0,0
120172,0,0,0,0,0,0
120273,0,0,0,0,0,0
120374,0,0,0,0,0,0
120473,0,0,0,0,0,0
120573,0,0,0,0,0,0
120673,0,0,0,0,0,0
120773,0,0,0,0,0,0
120873,0,0,0,0,0,0
120972,0,0,0,0,0,0
121072,0,0,0,0,0,0
121172,0,0,0,0,0,0
121273,0,0,0,0,0,0
121372,0,0,0,0,0,0
121472,0,0,0,0,0,0
121572,0,0,0,0,0,0
121672,0,0,0,0,0,0
121772,0,0,0,0,0,0
121873,0,0,0,0,0,0
121973,0,0,0,0,0,0
122072,0,0,0,0,0,0
122172,0,0,0,0,0,0
122272,0,0,0,0,0,0
122372,0,0,0,0,0,0
122472,0,0,0,0,0,0
122573,0,0,0,0,0,0
122673,0,0,0,0,0,0
122772,0,0,0,0,0,0
122875,0,0,0,0,0,0
122974,0,0,0,0,0,0
123075,0,0,0,0,0,0
123175,0,0,0,0,0,0
123274,0,0,0,0,0,0
123374,0,0,0,0,0,0
123474,0,0,0,0,0,0
123574,0,0,0,0,0,0
123673,0,0,0,0,0,0
123773,0,0,0,0,0,0
123873,0,0,0,0,0,0
123973,0,0,0,0,0,0
124073,0,0,0,0,0,0
124173,0,0,0,0,0,0
124273,0,0,0,0,0,0
124373,0,0,0,0,0,0
124473,0,0,0,0,0,0
124572,1533,10,19,0,0,3
124673,1533,10,20,0,0,32
124773,1533,10,26,0,0,103
124872,1533,10,42,0,0,210
124973,1533,10,69,0,0,336
125073,1533,10,108,0,0,460
125173,1533,10,159,0,0,560
125273,1533,10,218,0,0,619
125373,1533,10,281,0,0,628
125472,1533,10,341,0,0,584
125573,1533,10,395,0,0,495
125673,1533,10,438,0,0,376
125772,1533,10,469,0,0,248
125873,1533,10,488,0,0,133
125972,1533,10,497,0,0,50
126072,1533,10,499,0,0,8
126172,1533,10,499,0,0,0
126272,1533,10,499,0,0,0
126372,1533,10,499,-2,0,-1
126472,1532,10,499,-8,0,-1
126573,1531,10,499,-17,0,-2
126672,1528,10,499,-32,0,-2
126772,1524,10,498,-51,0,-3
126872,1518,10,498,-76,0,-3
126972,1509,10,498,-105,0,-3
127072,1497,10,497,-138,0,-3
127172,1481,9,497,-176,-1,-3
127272,1462,9,497,-217,-1,-3
127372,1438,9,496,-260,-1,-3
127473,1410,9,496,-305,-2,-2
127572,1381,9,496,-346,-2,-2
127672,1345,9,496,-391,-2,-2
127772,1304,8,495,-436,-2,-1
127872,1258,8,495,-479,-3,-1
127972,1209,8,495,-519,-3,0
128072,1155,7,495,-555,-3,0
128172,1099,7,495,-588,-3,0
128272,1039,6,495,-616,-4,0
128373,977,6,495,-638,-4,0
128472,913,6,495,-655,-4,1
128572,847,5,495,-666,-4,1
128673,781,5,496,-670,-4,2
128772,714,4,496,-668,-4,2
128872,648,4,496,-660,-4,2
128973,583,3,496,-646,-4,2
129072,520,3,497,-626,-4,2
129172,459,3,497,-601,-4,2
129272,401,2,497,-570,-3,2
129373,346,2,497,-535,-3,2
129472,295,1,498,-496,-3,2
129573,248,1,498,-455,-3,2
129672,205,1,498,-411,-2,2
129772,167,1,498,-366,-2,2
129872,132,0,499,-320,-2,1
129973,103,0,499,-275,-1,1
130072,78,0,499,-231,-1,1
130172,57,0,499,-189,-1,1
130273,40,0,499,-151,-1,1
130373,27,0,499,-116,0,0
130472,17,0,499,-85,0,0
130573,10,0,499,-59,0,0
130673,5,0,499,-38,0,0
130772,2,0,499,-23,0,0
130873,0,0,499,-11,0,0
130973,0,0,499,-4,0,0
131072,0,0,499,-1,0,0
131172,0,0,500,0,0,0
131272,0,0,498,0,0,-47
131372,0,0,484,0,0,-275
131472,0,0,439,0,0,-631
131572,0,0,360,0,0,-954
131672,0,0,256,0,0,-1093
131772,0,0,151,0,0,-984
131872,0,0,68,0,0,-677
131972,0,0,19,0,0,-315
132072,0,0,1,0,0,-65
132172,0,0,0,0,0,0
132272,0,0,0,0,0,0
132372,0,0,0,0,0,0
132472,0,0,0,0,0,0
132572,0,0,0,0,0,0
132672,0,0,0,0,0,0
132772,0,0,0,0,0,0
132872,0,0,0,0,0,0
132972,0,0,0,0,0,0
133072,0,0,0,0,0,0
133172,0,0,0,0,0,0
