timestamp,lighthouse.cycleRt,lighthouse.bs0Rt,lighthouse.bs1Rt,lighthouse.width0,lighthouse.width1,lighthouse.width2
142455,59.09090805053711,26.66666603088379,31.66666603088379,291,276,284
142555,59.09090805053711,26.66666603088379,31.66666603088379,295,281,282
142655,59.09090805053711,28.333332061767578,31.66666603088379,292,282,280
142755,59.09090805053711,28.333332061767578,31.66666603088379,295,277,283
142855,59.09090805053711,28.333332061767578,31.66666603088379,292,284,282
142955,59.09090805053711,28.333332061767578,31.66666603088379,292,278,283
143055,59.09090805053711,28.333332061767578,31.66666603088379,294,277,283
143155,59.09090805053711,28.333332061767578,31.66666603088379,294,279,284
143255,59.09090805053711,49.999996185302734,49.999996185302734,294,277,283
143355,59.09090805053711,49.999996185302734,49.999996185302734,291,276,283
143455,92.7272720336914,49.999996185302734,49.999996185302734,295,281,282
143555,92.7272720336914,49.999996185302734,49.999996185302734,294,283,282
143655,92.7272720336914,49.999996185302734,49.999996185302734,297,282,281
143755,92.7272720336914,49.999996185302734,49.999996185302734,294,283,281
143855,92.7272720336914,49.999996185302734,43.33333206176758,295,280,283
143955,92.7272720336914,49.999996185302734,43.33333206176758,295,277,284
144055,92.7272720336914,49.999996185302734,43.33333206176758,291,278,283
144155,92.7272720336914,49.999996185302734,43.33333206176758,290,281,283
144255,92.7272720336914,49.999996185302734,43.33333206176758,293,283,280
144355,92.7272720336914,49.999996185302734,43.33333206176758,292,282,283
144455,92.7272720336914,29.999998092651367,31.66666603088379,294,277,283
144555,77.2727279663086,29.999998092651367,31.66666603088379,294,282,281
144655,77.2727279663086,29.999998092651367,31.66666603088379,292,281,285
144755,77.2727279663086,29.999998092651367,31.66666603088379,285,283,278
144855,77.2727279663086,29.999998092651367,31.66666603088379,287,281,291
144955,77.2727279663086,29.999998092651367,31.66666603088379,294,283,292
145055,77.2727279663086,49.999996185302734,49.999996185302734,300,285,286
145155,77.2727279663086,49.999996185302734,49.999996185302734,295,288,296
145255,77.2727279663086,49.999996185302734,49.999996185302734,299,290,294
145355,77.2727279663086,49.999996185302734,49.999996185302734,302,289,295
145455,77.2727279663086,49.999996185302734,49.999996185302734,311,301,293
145555,77.2727279663086,49.999996185302734,49.999996185302734,313,307,307
145655,99.09090423583984,49.999996185302734,48.33333206176758,309,304,305
145755,99.09090423583984,49.999996185302734,48.33333206176758,316,304,304
145855,99.09090423583984,49.999996185302734,48.33333206176758,318,310,312
145955,99.09090423583984,49.999996185302734,48.33333206176758,316,317,316
146057,99.09090423583984,49.999996185302734,48.33333206176758,245,246,252
146157,99.09090423583984,51.79283142089844,49.80080032348633,261,244,246
146257,99.09090423583984,51.79283142089844,49.80080032348633,259,244,247
146357,99.09090423583984,51.79283142089844,49.80080032348633,256,247,256
146456,99.09090423583984,51.79283142089844,49.80080032348633,256,247,255
146556,99.09090423583984,51.79283142089844,49.80080032348633,249,250,255
146656,98.90109252929688,51.79283142089844,49.80080032348633,254,242,258
146756,98.90109252929688,48.414024353027344,48.414024353027344,255,246,250
146855,98.90109252929688,48.414024353027344,48.414024353027344,258,248,246
146955,98.90109252929688,48.414024353027344,48.414024353027344,259,248,257
147055,98.90109252929688,48.414024353027344,48.414024353027344,256,246,255
147155,98.90109252929688,48.414024353027344,48.414024353027344,260,248,257
147255,98.90109252929688,48.414024353027344,48.414024353027344,255,255,256
147355,98.90109252929688,48.414024353027344,50.083473205566406,265,245,257
147455,98.90109252929688,48.414024353027344,50.083473205566406,262,250,254
147555,98.90109252929688,48.414024353027344,50.083473205566406,255,251,254
147655,98.90109252929688,48.414024353027344,50.083473205566406,258,253,267
147755,99.18107604980469,48.414024353027344,50.083473205566406,273,265,262
147855,99.18107604980469,48.414024353027344,50.083473205566406,276,264,269
147955,99.18107604980469,49.999996185302734,48.33333206176758,271,274,270
148055,99.18107604980469,49.999996185302734,48.33333206176758,279,272,272
148155,99.18107604980469,49.999996185302734,48.33333206176758,276,270,276
148255,99.18107604980469,49.999996185302734,48.33333206176758,286,271,280
148355,99.18107604980469,49.999996185302734,48.33333206176758,295,289,289
148455,99.18107604980469,49.999996185302734,48.33333206176758,298,288,294
148555,99.18107604980469,40.0,49.999996185302734,321,296,304
148655,99.18107604980469,40.0,49.999996185302734,317,302,321
148755,99.18107604980469,40.0,49.999996185302734,315,304,305
148855,74.54545593261719,40.0,49.999996185302734,318,320,306
148955,74.54545593261719,40.0,49.999996185302734,305,328,321
149056,74.54545593261719,9.980040550231934,27.94411277770996,358,340,333
149155,74.54545593261719,9.980040550231934,27.94411277770996,369,356,349
149255,74.54545593261719,9.980040550231934,27.94411277770996,382,355,357
149355,74.54545593261719,9.980040550231934,27.94411277770996,393,380,370
149455,74.54545593261719,9.980040550231934,27.94411277770996,408,392,377
149555,74.54545593261719,9.980040550231934,27.94411277770996,421,397,382
149655,74.54545593261719,50.083473205566406,48.414024353027344,430,423,409
149755,74.54545593261719,50.083473205566406,48.414024353027344,452,425,413
149855,74.54545593261719,50.083473205566406,48.414024353027344,461,431,424
149955,90.0,50.083473205566406,48.414024353027344,459,449,432
150055,90.0,50.083473205566406,48.414024353027344,481,458,425
150155,90.0,50.083473205566406,48.414024353027344,488,459,446
150255,90.0,49.999996185302734,48.33333206176758,475,470,432
150355,90.0,49.999996185302734,48.33333206176758,503,498,461
150455,90.0,49.999996185302734,48.33333206176758,494,491,464
150555,90.0,49.999996185302734,48.33333206176758,497,500,481
150655,90.0,49.999996185302734,48.33333206176758,525,488,479
150755,90.0,49.999996185302734,48.33333206176758,534,507,480
150855,90.0,40.0,14.999999046325684,231,224,228
150955,90.0,40.0,14.999999046325684,235,226,234
151055,63.6363639831543,40.0,14.999999046325684,236,229,232
151155,63.6363639831543,40.0,14.999999046325684,229,224,228
151255,63.6363639831543,40.0,14.999999046325684,229,221,226
151355,63.6363639831543,40.0,14.999999046325684,226,219,223
151455,63.6363639831543,36.666664123535156,31.66666603088379,226,212,225
151555,63.6363639831543,36.666664123535156,31.66666603088379,224,214,220
151655,63.6363639831543,36.666664123535156,31.66666603088379,219,214,222
151755,63.6363639831543,36.666664123535156,31.66666603088379,226,216,230
151855,63.6363639831543,36.666664123535156,31.66666603088379,227,220,227
151955,63.6363639831543,36.666664123535156,31.66666603088379,216,208,212
152055,63.6363639831543,24.999998092651367,28.333332061767578,210,200,205
152155,67.2727279663086,24.999998092651367,28.333332061767578,213,201,209
152255,67.2727279663086,24.999998092651367,28.333332061767578,214,204,215
152355,67.2727279663086,24.999998092651367,28.333332061767578,206,206,203
152455,67.2727279663086,24.999998092651367,28.333332061767578,209,203,208
152555,67.2727279663086,24.999998092651367,28.333332061767578,212,204,208
152655,67.2727279663086,33.33333206176758,41.666664123535156,210,202,208
152755,67.2727279663086,33.33333206176758,41.666664123535156,210,204,208
152855,67.2727279663086,33.33333206176758,41.666664123535156,210,202,207
152955,67.2727279663086,33.33333206176758,41.666664123535156,210,203,209
153055,67.2727279663086,33.33333206176758,41.666664123535156,210,201,210
