timestamp,motion.motion,motion.deltaX,motion.deltaY,motion.shutter,motion.maxRaw,motion.minRaw,motion.Rawsum,motion.outlierCount,motion.squal,motion.std
140496,176,-4,6,3434,233,66,52,1,21,2.0
140596,176,0,2,3393,255,76,80,1,54,2.0
140695,176,4,0,3563,255,73,75,1,43,2.0
140795,176,0,3,3523,255,74,75,1,46,2.0
140895,176,1,-1,3481,255,77,81,1,50,2.0
140995,176,-8,4,3440,77,64,42,1,14,2.0
141095,176,3,8,3625,255,73,72,1,42,2.0
141195,176,4,2,3583,147,64,46,1,22,2.0
141295,176,-4,0,3308,79,64,42,1,15,2.0
141395,176,-8,-3,3718,255,74,76,1,50,2.0
141495,176,-7,3,3674,123,65,46,1,20,2.0
141595,176,-9,9,3193,255,75,77,1,44,2.0
141695,176,4,3,3574,255,73,75,1,47,2.0
141795,176,0,0,3546,253,67,55,1,24,2.0
141895,176,1,-6,3286,255,75,78,1,45,2.0
141995,176,0,-4,3451,255,73,74,1,49,2.0
142095,48,0,0,3638,255,74,75,1,46,2.0
142195,176,5,-3,3174,255,76,78,1,49,2.0
142295,48,0,0,3554,76,63,41,1,12,2.0
142395,176,2,0,3746,255,74,71,1,42,2.0
142495,176,-1,-2,3687,255,74,74,1,45,2.0
142595,176,2,0,3630,79,64,43,1,13,2.0
142695,176,0,2,3587,255,70,64,1,36,2.0
142795,176,1,0,3545,255,74,75,1,46,2.0
142895,48,0,0,3285,255,74,78,1,47,2.0
142995,176,1,3,3462,255,71,71,1,46,2.0
143095,176,4,22,3649,255,68,58,1,35,2.0
143195,176,-3,6,3369,255,75,79,1,45,2.0
143295,176,-4,7,3772,255,69,57,1,27,2.0
143395,176,17,7,3510,255,66,57,1,31,2.0
143495,176,-1,1,3468,255,77,81,1,45,2.0
143595,176,2,-4,3427,76,63,41,1,10,2.0
143695,176,-9,1,3612,255,68,59,1,30,2.0
143795,176,7,-4,3571,255,73,74,1,43,2.0
143895,176,0,3,3309,76,63,41,1,10,2.0
143995,176,0,3,3489,255,73,74,1,41,2.0
144095,48,0,0,3461,237,66,52,1,25,2.0
144195,176,-2,2,3207,255,75,78,1,48,2.0
144295,176,6,6,3591,255,73,74,1,44,2.0
144395,176,-2,4,3563,208,67,51,1,22,2.0
144495,176,0,-9,3302,255,75,78,1,51,2.0
144595,176,-9,-7,3697,255,75,76,1,42,2.0
144695,176,0,-4,3440,255,74,75,1,49,2.0
144795,176,1,0,2988,255,77,82,1,43,2.0
144895,176,-7,0,2272,79,62,42,1,13,2.0
144995,176,21,-34,2245,255,70,76,1,43,2.0
145095,48,0,0,1421,255,69,77,1,51,2.0
145195,176,27,20,954,82,67,44,1,32,2.0
145295,176,9,-9,1001,255,76,74,1,94,2.0
145395,176,-2,0,1190,255,79,72,1,105,2.0
145495,176,-6,-1,1243,166,80,66,1,102,2.0
145595,176,1,-8,1386,192,86,74,1,110,2.0
145695,176,2,-5,1654,196,88,79,1,110,2.0
145795,176,1,1,1735,214,97,87,1,98,2.0
145895,48,0,0,1829,194,86,82,1,87,2.0
145997,176,-5,-3,1815,213,90,91,1,106,2.0
146097,176,-2,-1,1801,197,83,81,1,92,2.0
146197,48,0,0,1794,212,91,90,1,100,2.0
146296,176,-1,-1,1898,199,84,82,1,95,2.0
146396,176,-2,-1,1773,199,85,81,1,89,2.0
146496,48,0,0,1876,193,83,81,1,90,2.0
146596,48,0,0,1868,192,83,79,1,89,2.0
146695,48,0,0,1976,216,88,88,1,99,2.0
146795,176,-2,0,1952,191,82,79,1,90,2.0
146895,176,-8,0,1936,221,91,93,1,109,2.0
146995,176,0,-1,1801,192,83,80,1,92,2.0
147095,176,1,0,1898,222,92,93,1,97,2.0
147195,176,0,-1,2008,191,82,81,1,94,2.0
147295,176,0,-1,1860,233,93,96,1,109,2.0
147395,48,0,0,1952,201,84,83,1,98,2.0
147495,176,0,1,1928,181,82,77,1,86,2.0
147595,176,0,1,2025,215,89,89,1,101,2.0
147695,176,0,6,1994,191,82,79,1,89,2.0
147795,176,1,3,1847,220,91,90,1,99,2.0
147895,48,0,0,1940,188,84,79,1,92,2.0
147995,176,0,1,1924,220,93,92,1,110,2.0
148095,176,0,9,2163,191,86,84,1,92,2.0
148195,176,2,5,2145,223,97,98,1,110,2.0
148295,48,0,0,2261,200,91,88,1,114,2.0
148395,176,0,5,1980,229,95,94,1,112,2.0
148495,176,0,4,2095,207,91,85,1,107,2.0
148595,48,0,0,2071,219,94,87,1,111,2.0
148696,176,1,1,2174,221,98,88,1,114,2.0
148795,48,0,0,2746,187,95,83,1,110,2.0
148895,176,4,2,2883,228,112,105,1,122,2.0
148995,176,2,6,3028,189,99,85,1,107,2.0
149095,176,0,6,2806,226,112,101,1,115,2.0
149195,176,0,6,3129,197,104,90,1,107,2.0
149295,176,-1,3,3081,236,119,106,1,109,2.0
149395,176,0,8,3235,210,107,95,1,117,2.0
149495,176,0,4,2998,225,115,102,1,112,2.0
149595,176,1,5,3135,219,111,98,1,117,2.0
149695,176,0,2,2915,209,109,95,1,116,2.0
149795,176,1,5,3049,227,115,104,1,116,2.0
149895,176,1,3,3014,208,106,95,1,122,2.0
149995,176,1,3,2630,228,107,99,1,114,2.0
150095,176,0,6,2448,200,93,81,1,104,2.0
150195,176,0,2,2144,228,99,90,1,109,2.0
150295,176,0,3,2128,210,89,82,1,91,2.0
150395,176,0,8,1987,219,91,85,1,102,2.0
150495,176,-1,2,1964,217,91,86,1,98,2.0
150595,176,1,3,1827,208,88,83,1,88,2.0
150695,48,0,0,1919,224,90,89,1,98,2.0
150795,176,0,-3,1911,202,86,82,1,94,2.0
150895,176,2,4,1883,230,92,94,1,109,2.0
150995,176,2,2,1976,188,81,78,1,94,2.0
151095,176,-1,4,1960,223,90,92,1,109,2.0
151195,176,-4,2,1944,205,88,85,1,105,2.0
151295,176,-1,-1,1936,213,90,89,1,105,2.0
151395,176,-1,0,2041,218,92,92,1,110,2.0
151495,176,0,1,2033,216,91,91,1,107,2.0
151595,176,1,0,1899,227,94,94,1,98,2.0
151695,176,2,3,1885,204,86,86,1,97,2.0
151795,176,-2,1,1986,221,94,95,1,108,2.0
151895,176,5,3,1970,189,84,82,1,83,2.0
151995,176,0,-3,1948,237,95,100,1,105,2.0
152095,176,-5,-3,1917,168,89,77,1,90,2.0
152195,176,3,1,1652,174,90,77,1,124,2.0
152295,176,-1,9,1263,255,75,84,1,86,2.0
152395,176,6,1,1093,87,64,44,1,34,2.0
152495,176,-32,-8,1477,255,62,54,1,34,2.0
152595,176,6,-1,1771,192,60,44,1,22,2.0
152695,176,-2,5,2254,71,60,38,1,13,2.0
152795,176,10,1,2701,255,69,68,1,44,2.0
152895,176,-17,0,3238,145,63,45,1,20,2.0
152995,176,-3,0,3200,255,70,73,1,53,2.0
153095,176,4,3,3360,255,72,75,1,52,2.0
