timestamp,sensfusion6.qw,sensfusion6.qx,sensfusion6.qy,sensfusion6.qz,sensfusion6.gravityX,sensfusion6.gravityY
326380,1.0,0.0,0.0,0.0,0.0,0.0
326480,1.0,0.0,0.0,0.0,0.0,0.0
326580,1.0,0.0,0.0,0.0,0.0,0.0
326680,1.0,0.0,0.0,0.0,0.0,0.0
326780,1.0,0.0,0.0,0.0,0.0,0.0
326880,1.0,0.0,0.0,0.0,0.0,0.0
326980,1.0,0.0,0.0,0.0,0.0,0.0
327080,1.0,0.0,0.0,0.0,0.0,0.0
327180,1.0,0.0,0.0,0.0,0.0,0.0
327280,1.0,0.0,0.0,0.0,0.0,0.0
327380,1.0,0.0,0.0,0.0,0.0,0.0
327480,1.0,0.0,0.0,0.0,0.0,0.0
327580,1.0,0.0,0.0,0.0,0.0,0.0
327680,1.0,0.0,0.0,0.0,0.0,0.0
327780,1.0,0.0,0.0,0.0,0.0,0.0
327880,1.0,0.0,0.0,0.0,0.0,0.0
327980,1.0,0.0,0.0,0.0,0.0,0.0
328080,1.0,0.0,0.0,0.0,0.0,0.0
328180,1.0,0.0,0.0,0.0,0.0,0.0
328280,1.0,0.0,0.0,0.0,0.0,0.0
328380,1.0,0.0,0.0,0.0,0.0,0.0
328480,1.0,0.0,0.0,0.0,0.0,0.0
328580,1.0,0.0,0.0,0.0,0.0,0.0
328680,1.0,0.0,0.0,0.0,0.0,0.0
328780,1.0,0.0,0.0,0.0,0.0,0.0
328880,1.0,0.0,0.0,0.0,0.0,0.0
328980,1.0,0.0,0.0,0.0,0.0,0.0
329080,1.0,0.0,0.0,0.0,0.0,0.0
329180,1.0,0.0,0.0,0.0,0.0,0.0
329280,1.0,0.0,0.0,0.0,0.0,0.0
329380,1.0,0.0,0.0,0.0,0.0,0.0
329480,1.0,0.0,0.0,0.0,0.0,0.0
329580,1.0,0.0,0.0,0.0,0.0,0.0
329680,1.0,0.0,0.0,0.0,0.0,0.0
329780,1.0,0.0,0.0,0.0,0.0,0.0
329880,1.0,0.0,0.0,0.0,0.0,0.0
