timestamp,ext_pos.X,ext_pos.Y,ext_pos.Z
1985050,0.0,0.0,0.0
1985150,0.0,0.0,0.0
1985250,0.0,0.0,0.0
1985350,0.0,0.0,0.0
1985450,0.0,0.0,0.0
1985550,0.0,0.0,0.0
1985650,0.0,0.0,0.0
1985750,0.0,0.0,0.0
1985850,0.0,0.0,0.0
1985950,0.0,0.0,0.0
1986050,0.0,0.0,0.0
1986150,0.0,0.0,0.0
1986250,0.0,0.0,0.0
1986350,0.0,0.0,0.0
1986450,0.0,0.0,0.0
1986550,0.0,0.0,0.0
1986650,0.0,0.0,0.0
1986750,0.0,0.0,0.0
1986850,0.0,0.0,0.0
1986950,0.0,0.0,0.0
1987050,0.0,0.0,0.0
1987150,0.0,0.0,0.0
1987253,0.0,0.0,0.0
1987353,0.0,0.0,0.0
1987453,0.0,0.0,0.0
1987552,0.0,0.0,0.0
1987652,0.0,0.0,0.0
1987752,0.0,0.0,0.0
1987852,0.0,0.0,0.0
1987951,0.0,0.0,0.0
1988052,0.0,0.0,0.0
1988152,0.0,0.0,0.0
1988250,0.0,0.0,0.0
1988350,0.0,0.0,0.0
1988450,0.0,0.0,0.0
1988550,0.0,0.0,0.0
1988650,0.0,0.0,0.0
1988750,0.0,0.0,0.0
1988850,0.0,0.0,0.0
1988950,0.0,0.0,0.0
1989050,0.0,0.0,0.0
1989150,0.0,0.0,0.0
1989250,0.0,0.0,0.0
1989350,0.0,0.0,0.0
1989450,0.0,0.0,0.0
1989550,0.0,0.0,0.0
1989650,0.0,0.0,0.0
1989750,0.0,0.0,0.0
1989850,0.0,0.0,0.0
1989950,0.0,0.0,0.0
1990050,0.0,0.0,0.0
1990150,0.0,0.0,0.0
1990250,0.0,0.0,0.0
1990350,0.0,0.0,0.0
1990450,0.0,0.0,0.0
1990550,0.0,0.0,0.0
1990650,0.0,0.0,0.0
1990750,0.0,0.0,0.0
1990850,0.0,0.0,0.0
1990950,0.0,0.0,0.0
1991050,0.0,0.0,0.0
1991150,0.0,0.0,0.0
1991250,0.0,0.0,0.0
1991350,0.0,0.0,0.0
1991450,0.0,0.0,0.0
1991550,0.0,0.0,0.0
1991650,0.0,0.0,0.0
1991750,0.0,0.0,0.0
1991850,0.0,0.0,0.0
1991950,0.0,0.0,0.0
1992050,0.0,0.0,0.0
1992150,0.0,0.0,0.0
1992250,0.0,0.0,0.0
1992350,0.0,0.0,0.0
1992450,0.0,0.0,0.0
1992550,0.0,0.0,0.0
1992650,0.0,0.0,0.0
1992750,0.0,0.0,0.0
1992850,0.0,0.0,0.0
1992950,0.0,0.0,0.0
1993050,0.0,0.0,0.0
1993150,0.0,0.0,0.0
1993250,0.0,0.0,0.0
1993350,0.0,0.0,0.0
1993450,0.0,0.0,0.0
1993550,0.0,0.0,0.0
1993650,0.0,0.0,0.0
1993750,0.0,0.0,0.0
1993850,0.0,0.0,0.0
1993950,0.0,0.0,0.0
1994050,0.0,0.0,0.0
1994150,0.0,0.0,0.0
1994250,0.0,0.0,0.0
1994350,0.0,0.0,0.0
1994450,0.0,0.0,0.0
1994550,0.0,0.0,0.0
1994650,0.0,0.0,0.0
1994750,0.0,0.0,0.0
1994850,0.0,0.0,0.0
1994950,0.0,0.0,0.0
1995050,0.0,0.0,0.0
1995150,0.0,0.0,0.0
1995250,0.0,0.0,0.0
1995350,0.0,0.0,0.0
1995450,0.0,0.0,0.0
1995550,0.0,0.0,0.0
1995650,0.0,0.0,0.0
1995750,0.0,0.0,0.0
1995850,0.0,0.0,0.0
1995950,0.0,0.0,0.0
1996050,0.0,0.0,0.0
1996150,0.0,0.0,0.0
1996250,0.0,0.0,0.0
1996350,0.0,0.0,0.0
1996450,0.0,0.0,0.0
1996550,0.0,0.0,0.0
1996653,0.0,0.0,0.0
1996750,0.0,0.0,0.0
1996850,0.0,0.0,0.0
1996952,0.0,0.0,0.0
1997052,0.0,0.0,0.0
1997152,0.0,0.0,0.0
1997252,0.0,0.0,0.0
1997352,0.0,0.0,0.0
1997450,0.0,0.0,0.0
1997550,0.0,0.0,0.0
